Time,Accel-X (g), Accel-Y (g), Accel-Z (g)
25:17.7,0.105469,-1.58667,0.201172
25:17.7,0.040039,-1.384277,0.257568
25:17.7,-0.034668,-1.125,0.363525
25:17.7,-0.063965,-0.94751,0.373535
25:17.7,-0.109375,-0.858887,0.296143
25:17.7,-0.094482,-0.874268,0.235107
25:17.7,-0.034424,-0.918457,0.217773
25:17.7,0.024902,-0.995361,0.261719
25:17.7,0.116455,-1.029541,0.309082
25:17.7,0.182373,-1.03418,0.327148
25:17.8,0.200928,-0.990723,0.331543
25:17.8,0.219727,-0.960938,0.288574
25:17.8,0.192871,-0.900391,0.25293
25:17.8,0.17334,-0.864014,0.249268
25:17.8,0.169678,-0.847168,0.248291
25:17.8,0.182861,-0.828369,0.259277
25:17.8,0.196777,-0.83667,0.287598
25:17.8,0.224609,-0.865234,0.320801
25:17.8,0.257813,-0.898438,0.339355
25:17.8,0.278809,-0.923584,0.354248
25:17.9,0.281738,-0.900879,0.371826
25:17.9,0.28125,-0.879639,0.375732
25:17.9,0.283447,-0.86499,0.375
25:17.9,0.27002,-0.847168,0.375
25:17.9,0.266846,-0.844971,0.372559
25:17.9,0.252686,-0.833008,0.383057
25:17.9,0.259033,-0.824463,0.4021
25:17.9,0.269043,-0.835693,0.407471
25:17.9,0.253418,-0.850342,0.410645
25:17.9,0.260254,-0.879883,0.386963
25:18.0,0.257568,-0.893555,0.371826
25:18.0,0.248291,-0.892822,0.375
25:18.0,0.247803,-0.881592,0.375
25:18.0,0.260742,-0.875244,0.375
25:18.0,0.258789,-0.866455,0.372803
25:18.0,0.246094,-0.857422,0.383057
25:18.0,0.259766,-0.859375,0.392334
25:18.0,0.257813,-0.859375,0.388672
25:18.0,0.25708,-0.859375,0.397949
25:18.0,0.260498,-0.859375,0.408203
25:18.1,0.247803,-0.859375,0.40625
25:18.1,0.25,-0.857666,0.407715
25:18.1,0.25,-0.865723,0.399658
25:18.1,0.251465,-0.877197,0.389648
25:18.1,0.243896,-0.875,0.384521
25:18.1,0.231934,-0.875,0.371338
25:18.1,0.23291,-0.875,0.380371
25:18.1,0.239502,-0.875,0.394043
25:18.1,0.252197,-0.875,0.385498
25:18.1,0.25,-0.875,0.372559
25:18.2,0.25,-0.875732,0.375
25:18.2,0.25,-0.869873,0.375
25:18.2,0.25,-0.861816,0.374023
25:18.2,0.25,-0.873291,0.379395
25:18.2,0.25,-0.857178,0.38916
25:18.2,0.25,-0.858643,0.373291
25:18.2,0.25,-0.862305,0.371826
25:18.2,0.25,-0.877197,0.357666
25:18.2,0.25,-0.872559,0.356689
25:18.2,0.249512,-0.855469,0.342041
25:18.3,0.252197,-0.840088,0.343506
25:18.3,0.265137,-0.82666,0.344971
25:18.3,0.248535,-0.826172,0.363281
25:18.3,0.251221,-0.8125,0.396729
25:18.3,0.265381,-0.829102,0.439941
25:18.3,0.248291,-0.827148,0.438965
25:18.3,0.233643,-0.812988,0.470215
25:18.3,0.234375,-0.845215,0.484619
25:18.3,0.234131,-0.891357,0.484131
25:18.3,0.21875,-0.952148,0.483643
25:18.4,0.217529,-0.981689,0.542725
25:18.4,0.261963,-1.056885,0.64502
25:18.4,0.304443,-1.116943,0.814209
25:18.4,0.405518,-1.211182,1.182373
25:18.4,0.557617,-1.249268,1.593262
25:18.4,0.488525,-1.044434,1.830566
25:18.4,0.369629,-0.929443,1.812012
25:18.4,0.371094,-1.059082,1.737793
25:18.4,0.376953,-1.202881,1.63916
25:18.4,0.374512,-1.234131,1.620605
25:18.5,0.286377,-1.149902,1.535889
25:18.5,0.143311,-0.989502,1.489502
25:18.5,0.048828,-0.797852,1.46875
25:18.5,0.002441,-0.755127,1.499268
25:18.5,-0.059326,-0.708496,1.395996
25:18.5,-0.12793,-0.647217,1.208496
25:18.5,-0.610596,-0.665039,1.422607
25:18.5,-0.354004,-0.579346,1.382813
25:18.5,-0.116943,-0.546631,1.027832
25:18.5,-0.252686,-0.514893,1.055908
25:18.6,-0.230713,-0.494141,1.015625
25:18.6,-0.176758,-0.503174,0.870117
25:18.6,-0.131592,-0.539551,0.756348
25:18.6,-0.145508,-0.561279,0.67749
25:18.6,-0.200195,-0.819824,0.712646
25:18.6,-0.533936,-0.582275,0.560547
25:18.6,-0.518311,-0.403076,0.331055
25:18.6,-0.195801,-0.628906,0.333252
25:18.6,-0.104248,-0.675293,0.388428
25:18.6,-0.103516,-0.620361,0.350342
25:18.7,-0.067871,-0.609375,0.318359
25:18.7,-0.042725,-0.592041,0.341553
25:18.7,-0.042969,-0.573975,0.37085
25:18.7,-0.018311,-0.619141,0.380615
25:18.7,0.014648,-0.677002,0.364502
25:18.7,0.042236,-0.743164,0.329102
25:18.7,0.087891,-0.789063,0.296631
25:18.7,0.151123,-0.789063,0.268799
25:18.7,0.186035,-0.833496,0.267822
25:18.7,0.183838,-0.86792,0.287842
25:18.8,0.166992,-0.889893,0.305908
25:18.8,0.179932,-0.943359,0.305908
25:18.8,0.214355,-0.979492,0.303955
25:18.8,0.249023,-0.990234,0.368164
25:18.8,0.305908,-1.005859,0.453613
25:18.8,0.354248,-1.021973,0.550293
25:18.8,0.333984,-1.032471,0.672119
25:18.8,0.315674,-1.03418,0.837402
25:18.8,0.3479,-1.050049,1.004639
25:18.8,0.343018,-1.076416,1.160889
25:18.9,0.345703,-1.138916,1.327881
25:18.9,0.366211,-1.15918,1.451172
25:18.9,0.39624,-1.160889,1.517578
25:18.9,0.410156,-1.193115,1.578125
25:18.9,0.423096,-1.204346,1.633545
25:18.9,0.42334,-1.20459,1.639404
25:18.9,0.44043,-1.22168,1.598633
25:18.9,0.453125,-1.233154,1.497559
25:18.9,0.432373,-1.196045,1.358154
25:18.9,0.368652,-1.116455,1.239014
25:19.0,0.30835,-1.022461,1.149902
25:19.0,0.263672,-0.885254,1.075195
25:19.0,0.234375,-0.795898,1.030518
25:19.0,0.265137,-0.765869,1.000488
25:19.0,0.281006,-0.765869,0.955566
25:19.0,0.266602,-0.751709,0.89624
25:19.0,0.25,-0.722656,0.806396
25:19.0,0.265381,-0.676758,0.714111
25:19.0,0.254639,-0.645264,0.635498
25:19.0,0.207764,-0.617188,0.569336
25:19.1,0.199463,-0.556641,0.552246
25:19.1,0.225342,-0.520264,0.510498
25:19.1,0.272949,-0.504883,0.467529
25:19.1,0.291748,-0.477051,0.393799
25:19.1,0.32666,-0.446045,0.331055
25:19.1,0.309814,-0.417236,0.257568
25:19.1,0.264893,-0.376221,0.180176
25:19.1,0.213867,-0.31543,0.103271
25:19.1,0.187012,-0.258545,0.015381
25:19.1,0.207031,-0.251953,-0.003662
25:19.2,0.160645,-0.222656,-0.004395
25:19.2,0.125732,-0.2229,0.012939
25:19.2,0.142334,-0.30957,0.060547
25:19.2,0.081543,-0.444824,0.163086
25:19.2,-0.133301,-0.52002,0.24585
25:19.2,-0.445313,-0.569092,0.335449
25:19.2,-1.159668,-0.531006,0.205078
25:19.2,-2.087158,-0.420166,0.052979
25:19.2,-3.33667,-0.23999,-0.628418
25:19.2,-4.250977,0.739502,-1.968018
25:19.3,-4.534912,3.159912,-3.026123
25:19.3,-4.426514,6.465576,-3.265381
25:19.3,-4.886719,7.999756,-3.278076
25:19.3,-5.684082,6.65332,-3.197998
25:19.3,-7.202393,3.30127,-2.727295
25:19.3,-8,0.288574,-0.947754
25:19.3,-8,-1.618408,4.097168
25:19.3,-8,-4.777344,7.999756
25:19.3,-7.084961,-7.914795,7.999756
25:19.3,1.201904,-8,7.999756
25:19.4,5.369629,-8,7.124023
25:19.4,-0.808105,-6.656982,2.424805
25:19.4,-2.60498,-2.383545,0.969971
25:19.4,-0.358398,-0.669434,4.308105
25:19.4,0.814941,-0.76001,4.092529
25:19.4,0.453857,-1.096191,2.387695
25:19.4,0.328857,-1.510742,0.922363
25:19.4,0.458008,-1.667969,0.390137
25:19.4,0.739014,-1.393799,0.839355
25:19.4,0.861816,-1.098633,1.027588
25:19.5,0.746582,-0.859619,0.838867
25:19.5,0.650146,-0.758057,0.613281
25:19.5,0.597656,-0.789307,0.509277
25:19.5,0.483643,-0.810547,0.435791
25:19.5,0.397949,-0.77417,0.443115
25:19.5,0.349365,-0.761475,0.49585
25:19.5,0.373047,-0.776855,0.550781
25:19.5,0.473145,-0.862061,0.641846
25:19.5,0.51709,-0.907715,0.67627
25:19.5,0.452637,-0.844238,0.674316
25:19.6,0.343506,-0.726563,0.683105
25:19.6,0.268066,-0.571533,0.614502
25:19.6,0.177734,-0.435547,0.537109
25:19.6,0.119629,-0.299316,0.459473
25:19.6,0.075195,-0.179199,0.351563
25:19.6,0.046143,-0.07373,0.245361
25:19.6,0.046631,0.016602,0.139404
25:19.6,0.03125,0.107666,0.04834
25:19.6,0.030273,0.169922,-0.027588
25:19.6,0.061035,0.185059,-0.089355
25:19.7,0.060791,0.232422,-0.137207
25:19.7,0.089355,0.22583,-0.15625
25:19.7,0.124756,0.138672,-0.143066
25:19.7,0.106201,0.065674,-0.127686
25:19.7,0.02002,-0.064941,-0.119629
25:19.7,-0.178223,-0.203369,-0.032715
25:19.7,-0.646729,-0.366699,0.025879
25:19.7,-1.403076,-0.3125,0.04126
25:19.7,-2.247314,-0.244141,0.056641
25:19.7,-3.083008,0.000244,-0.424072
25:19.8,-3.947998,1.149658,-2.019775
25:19.8,-4.621338,3.65625,-3.354004
25:19.8,-4.147461,6.075195,-2.637939
25:19.8,-4.610352,7.311768,-2.032715
25:19.8,-5.001709,6.000977,-1.846436
25:19.8,-6.004639,4.0271,-1.626465
25:19.8,-7.650146,1.572998,-1.229248
25:19.8,-8,-0.566895,1.977539
25:19.8,-8,-3.675293,6.904541
25:19.8,-8,-7.266846,7.999756
25:19.9,-1.919678,-8,7.986572
25:19.9,5.054443,-8,7.999756
25:19.9,1.80127,-8,3.91748
25:19.9,-1.643311,-5.287354,0.446777
25:19.9,-0.876709,-1.387207,2.696777
25:19.9,0.5,-0.902588,3.600342
25:19.9,0.682861,-1.189941,2.391357
25:19.9,0.386719,-1.52417,0.914795
25:19.9,0.451904,-1.71875,0.26416
25:19.9,0.68042,-1.568115,0.549072
25:20.0,0.809326,-1.231445,0.863525
25:20.0,0.758301,-0.914307,0.834473
25:20.0,0.616455,-0.701416,0.61792
25:20.0,0.516846,-0.581787,0.410889
25:20.0,0.418213,-0.519043,0.318848
25:20.0,0.352295,-0.509766,0.374756
25:20.0,0.364746,-0.552002,0.581299
25:20.0,0.402832,-0.651855,0.799072
25:20.0,0.47876,-0.802734,0.904297
25:20.0,0.580811,-0.973145,0.925293
25:20.1,0.594971,-1.054932,0.871338
25:20.1,0.544922,-1.016602,0.80127
25:20.1,0.471191,-0.911377,0.716309
25:20.1,0.363037,-0.754883,0.625732
25:20.1,0.246582,-0.580811,0.551514
25:20.1,0.178711,-0.40918,0.472168
25:20.1,0.126953,-0.25,0.369873
25:20.1,0.095947,-0.135986,0.246826
25:20.1,0.05249,-0.031982,0.134766
25:20.1,0.049561,0.049805,-0.003906
25:20.2,0.086182,0.087646,-0.128662
25:20.2,0.114502,0.117188,-0.26001
25:20.2,0.127441,0.144531,-0.324463
25:20.2,0.148926,0.134766,-0.344238
25:20.2,0.209229,0.061523,-0.298828
25:20.2,0.193115,-0.0625,-0.168213
25:20.2,0.03833,-0.151855,-0.027832
25:20.2,-0.237061,-0.241699,0.14209
25:20.2,-0.716064,-0.300049,0.320801
25:20.2,-1.546631,-0.325439,0.375732
25:20.3,-2.319092,-0.153809,0.341064
25:20.3,-3.200928,0.243652,-0.287109
25:20.3,-3.800537,1.5979,-1.759766
25:20.3,-4.258789,4.585938,-2.835938
25:20.3,-3.985107,7.467529,-2.43457
25:20.3,-4.262451,7.560547,-2.161865
25:20.3,-4.560059,5.362061,-2.091064
25:20.3,-5.664307,3.004395,-1.906738
25:20.3,-7.769043,0.883545,-0.856689
25:20.3,-8,-1.202148,3.012207
25:20.4,-8,-4.605469,7.456055
25:20.4,-8,-7.643066,7.999756
25:20.4,1.894531,-8,7.999756
25:20.4,5.167969,-8,7.999756
25:20.4,0.480957,-7.747559,2.545654
25:20.4,-1.293213,-3.899658,0.426514
25:20.4,-0.251221,-1.554688,2.640137
25:20.4,0.760986,-1.250488,3.298828
25:20.4,0.638184,-1.264404,2.352783
25:20.4,0.3479,-1.41748,1.192627
25:20.5,0.391357,-1.587402,0.62915
25:20.5,0.533447,-1.447998,0.746826
25:20.5,0.652832,-1.118896,0.984863
25:20.5,0.623047,-0.802002,0.97583
25:20.5,0.482178,-0.589111,0.75708
25:20.5,0.360107,-0.454834,0.548096
25:20.5,0.231689,-0.340088,0.445313
25:20.5,0.149902,-0.242432,0.43335
25:20.5,0.170654,-0.190674,0.474609
25:20.5,0.231934,-0.231445,0.526611
25:20.6,0.306152,-0.327637,0.572998
25:20.6,0.383301,-0.428467,0.57373
25:20.6,0.419678,-0.503906,0.515381
25:20.6,0.431396,-0.525391,0.466797
25:20.6,0.443115,-0.508057,0.43042
25:20.6,0.428467,-0.462158,0.387451
25:20.6,0.384521,-0.380371,0.370361
25:20.6,0.344238,-0.289795,0.337158
25:20.6,0.312012,-0.2146,0.271484
25:20.6,0.248047,-0.138672,0.19873
25:20.7,0.176758,-0.053955,0.09668
25:20.7,0.140625,0.037842,-0.019287
25:20.7,0.108398,0.104492,-0.147949
25:20.7,0.093018,0.142578,-0.27124
25:20.7,0.118652,0.125732,-0.322021
25:20.7,0.126709,0.023193,-0.220947
25:20.7,0.067383,-0.081055,-0.053223
25:20.7,-0.128662,-0.150146,0.077148
25:20.7,-0.474609,-0.214355,0.174316
25:20.7,-0.951416,-0.219482,0.206055
25:20.8,-1.577393,-0.029297,0.10083
25:20.8,-2.010986,0.285889,-0.166748
25:20.8,-2.417969,0.741699,-0.69458
25:20.8,-2.875488,1.647217,-1.691895
25:20.8,-3.540771,3.637451,-2.759277
25:20.8,-3.550293,5.780518,-2.449707
25:20.8,-3.825928,6.491455,-1.965088
25:20.8,-4.262695,5.211182,-2
25:20.8,-5.282715,3.28125,-1.94165
25:20.8,-7.313232,1.499756,-1.306885
25:20.9,-8,-0.456543,1.272461
25:20.9,-8,-2.029785,5.272461
25:20.9,-7.963623,-5.504639,7.999756
25:20.9,-6.303711,-8,7.984619
25:20.9,3.950928,-8,7.98877
25:20.9,2.91333,-8,5.692383
25:20.9,-0.686279,-5.764893,0.579834
25:20.9,-1.035156,-2.408203,1.144531
25:20.9,-0.271729,-0.581055,2.723389
25:20.9,0.324219,-0.439697,2.756104
25:21.0,0.306152,-0.704834,1.887207
25:21.0,0.297607,-1.117188,1.033936
25:21.0,0.416992,-1.31543,0.589111
25:21.0,0.599609,-1.202393,0.616455
25:21.0,0.775879,-1.001221,0.712402
25:21.0,0.813721,-0.824707,0.601563
25:21.0,0.721924,-0.66333,0.382568
25:21.0,0.611084,-0.546875,0.219238
25:21.0,0.501221,-0.440918,0.116943
25:21.0,0.407471,-0.322266,0.116699
25:21.1,0.293213,-0.25708,0.187744
25:21.1,0.236816,-0.289551,0.319824
25:21.1,0.21875,-0.445313,0.580322
25:21.1,0.263184,-0.786865,0.976563
25:21.1,0.475342,-1.273682,1.350098
25:21.1,0.718262,-1.762939,1.528809
25:21.1,0.85376,-2.084229,1.575684
25:21.1,0.930176,-2.225342,1.594482
25:21.1,0.822266,-2.147461,1.528809
25:21.1,0.602783,-1.873291,1.448975
25:21.2,0.398438,-1.527588,1.369385
25:21.2,0.305664,-1.241455,1.344238
25:21.2,0.31543,-1.064941,1.325928
25:21.2,0.344482,-0.963379,1.223145
25:21.2,0.333008,-0.875732,1.089844
25:21.2,0.259033,-0.737061,0.978027
25:21.2,0.138916,-0.539551,0.855713
25:21.2,0.033691,-0.345459,0.714111
25:21.2,-0.04834,-0.18457,0.562012
25:21.2,-0.078125,-0.075928,0.420898
25:21.3,-0.067139,-0.05542,0.334229
25:21.3,-0.109863,-0.09668,0.298584
25:21.3,-0.203369,-0.145752,0.289795
25:21.3,-0.36377,-0.1604,0.271484
25:21.3,-0.586182,-0.121826,0.271729
25:21.3,-0.893311,-0.060059,0.295166
25:21.3,-1.290283,0.063477,0.182129
25:21.3,-1.686035,0.356201,-0.185547
25:21.3,-1.816406,0.725342,-0.584229
25:21.3,-1.807861,1.192627,-0.934326
25:21.4,-1.90625,2.057617,-1.493652
25:21.4,-2.062012,3.365234,-1.971191
25:21.4,-2.108398,4.65625,-1.94873
25:21.4,-2.161621,5.140381,-1.904053
25:21.4,-2.528076,4.201904,-1.908691
25:21.4,-3.118652,2.629395,-1.52832
25:21.4,-4.079346,1.23584,-0.647461
25:21.4,-4.779297,0.398193,0.941406
25:21.4,-5.700928,-0.276611,2.838623
25:21.4,-6.326172,-1.864014,5.515869
25:21.5,-4.787842,-5.369873,7.999756
25:21.5,2.794678,-8,7.792725
25:21.5,4.193359,-8,5.281494
25:21.5,1.446289,-7.388672,1.751465
25:21.5,0.203613,-3.253906,1.839355
25:21.5,0.454346,-1.209229,2.753174
25:21.5,0.727051,-0.756836,2.302002
25:21.5,0.811768,-0.925049,1.567383
25:21.5,0.64209,-1.199463,0.914795
25:21.5,0.609619,-1.343018,0.541504
25:21.6,0.623047,-1.247559,0.456055
25:21.6,0.658203,-1.024902,0.443359
25:21.6,0.590576,-0.779053,0.346436
25:21.6,0.483398,-0.572998,0.179443
25:21.6,0.404053,-0.427734,0.050049
25:21.6,0.326416,-0.310791,-0.05127
25:21.6,0.274414,-0.269531,-0.080566
25:21.6,0.131592,-0.256836,-0.055176
25:21.6,-0.102051,-0.219482,-0.021729
25:21.6,-0.445557,-0.16626,0.02832
25:21.7,-0.981934,-0.02002,-0.084717
25:21.7,-1.473633,0.443848,-0.806396
25:21.7,-1.951172,1.762939,-2.109375
25:21.7,-2.081787,3.522949,-2.761719
25:21.7,-1.925781,4.7229,-2.605957
25:21.7,-1.936768,4.540039,-2.288086
25:21.7,-2.174072,3.1604,-1.878906
25:21.7,-2.814941,1.726074,-1.31543
25:21.7,-3.918945,0.697754,-0.183838
25:21.7,-4.875488,-0.545898,2.24585
25:21.8,-5.337891,-3.706543,6.737793
25:21.8,0.343994,-7.30127,7.999756
25:21.8,4.944824,-8,6.733398
25:21.8,3.076172,-8,3.874756
25:21.8,0.229736,-5.22998,2.30542
25:21.8,-0.297119,-1.442627,2.177246
25:21.8,0.191406,-0.400391,2.164307
25:21.8,0.549316,-0.433838,1.842773
25:21.8,0.60498,-0.618652,1.406006
25:21.8,0.364746,-0.707031,0.923096
25:21.9,0.177979,-0.693604,0.67041
25:21.9,0.107666,-0.667725,0.616455
25:21.9,-0.031738,-0.627441,0.528564
25:21.9,-0.268066,-0.58667,0.413086
25:21.9,-0.674561,-0.563721,0.40918
25:21.9,-1.394287,-0.458252,0.432617
25:21.9,-2.306152,-0.264893,0.234131
25:21.9,-3.44873,0.80957,-1.125732
25:21.9,-4.340576,3.970459,-3.089111
25:21.9,-4.144531,7.411133,-3.51709
25:22.0,-3.754639,7.999756,-3.296143
25:22.0,-4.016846,6.054199,-3.151123
25:22.0,-4.619141,2.974365,-2.304688
25:22.0,-5.775635,0.766846,-0.8396
25:22.0,-6.931885,-0.388428,1.706055
25:22.0,-7.664551,-1.557617,5.365967
25:22.0,-6.6875,-4.611816,7.999756
25:22.0,-0.51123,-8,7.999756
25:22.0,5.185791,-8,7.172607
25:22.0,1.577637,-7.575928,2.847656
25:22.1,-0.702637,-4.27417,1.926758
25:22.1,-0.3125,-1.066162,2.627197
25:22.1,0.37207,-0.479492,2.433594
25:22.1,0.556152,-0.737549,1.698242
25:22.1,0.499023,-1.08374,0.86792
25:22.1,0.364258,-1.240479,0.405273
25:22.1,0.375,-1.080078,0.39209
25:22.1,0.374023,-0.780518,0.447754
25:22.1,0.35791,-0.508789,0.27832
25:22.1,0.343262,-0.269531,0.000732
25:22.2,0.342285,-0.105225,-0.238525
25:22.2,0.235107,0.030273,-0.327637
25:22.2,0.055664,0.149414,-0.354736
25:22.2,-0.226807,0.378662,-0.552979
25:22.2,-0.625,0.92749,-1.075195
25:22.2,-0.886719,1.837646,-1.57959
25:22.2,-0.980469,2.801758,-1.873779
25:22.2,-0.963379,3.37207,-1.708984
25:22.2,-1.019531,3.078613,-1.209961
25:22.2,-1.320068,2.187012,-0.61499
25:22.3,-1.882813,1.223633,0.190674
25:22.3,-2.35376,0.032227,1.286621
25:22.3,-2.468262,-1.685059,2.895264
25:22.3,-0.583252,-4.037109,4.802979
25:22.3,2.280029,-6.56543,4.763184
25:22.3,2.837158,-7.537109,3.036865
25:22.3,1.609131,-6.114258,1.984619
25:22.3,0.47876,-3.773438,1.969727
25:22.3,0.046631,-1.887451,2.162354
25:22.3,0.020508,-0.854004,2.000244
25:22.4,0.144531,-0.591553,1.644287
25:22.4,0.237305,-0.689209,1.206543
25:22.4,0.196045,-0.715332,0.826904
25:22.4,0.169189,-0.599854,0.636475
25:22.4,0.157227,-0.429199,0.518555
25:22.4,0.178711,-0.322266,0.396484
25:22.4,0.187256,-0.302002,0.322754
25:22.4,0.119873,-0.326172,0.296387
25:22.4,-0.039063,-0.362549,0.297363
25:22.4,-0.32666,-0.399902,0.348633
25:22.5,-0.749756,-0.373047,0.387451
25:22.5,-1.397461,-0.224121,0.164307
25:22.5,-1.969727,0.085205,-0.44458
25:22.5,-2.326416,0.725098,-1.286865
25:22.5,-2.491211,2.063477,-2.06543
25:22.5,-2.485352,3.826904,-2.378906
25:22.5,-2.453613,5.167725,-2.535645
25:22.5,-2.446533,5.300781,-2.753418
25:22.5,-2.587891,3.965088,-2.460693
25:22.5,-3.198486,2.084229,-1.786621
25:22.6,-4.166992,0.678955,-0.503662
25:22.6,-4.969482,-0.055176,1.674316
25:22.6,-6.255371,-1.645996,5.388916
25:22.6,-4.269043,-5.675293,7.999756
25:22.6,3.140381,-8,7.513672
25:22.6,5.390625,-8,4.733154
25:22.6,1.171387,-7.133057,2.302246
25:22.6,-0.510742,-2.992432,2.250244
25:22.6,0.073486,-0.449951,2.725098
25:22.6,0.523193,-0.052979,2.29248
25:22.7,0.653076,-0.369873,1.616211
25:22.7,0.521484,-0.649902,1.059326
25:22.7,0.322754,-0.7771,0.650391
25:22.7,0.401611,-0.754883,0.581299
25:22.7,0.394287,-0.637695,0.487305
25:22.7,0.262207,-0.489014,0.329834
25:22.7,0.065186,-0.421631,0.092041
25:22.7,-0.176025,-0.338623,-0.085449
25:22.7,-0.502197,-0.191406,-0.111572
25:22.7,-0.958984,0,-0.149902
25:22.8,-1.42334,0.281006,-0.528564
25:22.8,-1.756836,0.884277,-1.218994
25:22.8,-2.186279,2.224121,-2.169434
25:22.8,-2.170654,3.878418,-2.524658
25:22.8,-2.109375,4.939697,-2.640869
25:22.8,-2.184082,4.756348,-2.631836
25:22.8,-2.342041,3.335205,-2.12915
25:22.8,-2.763672,1.814209,-1.439697
25:22.8,-3.430908,0.711914,-0.349854
25:22.8,-4.235107,-0.000977,1.480225
25:22.9,-4.985107,-1.502686,4.883545
25:22.9,-3.469482,-5.411377,7.837646
25:22.9,3.38501,-7.806396,7.322754
25:22.9,4.178223,-8,4.362305
25:22.9,1.633057,-7.285645,2.60498
25:22.9,0.102051,-3.702148,2.167725
25:22.9,0.009277,-1.258301,2.200684
25:22.9,0.189453,-0.413818,1.874023
25:22.9,0.348145,-0.408447,1.440918
25:22.9,0.319824,-0.575928,1.036377
25:23.0,0.193359,-0.641602,0.696289
25:23.0,0.17749,-0.639648,0.547119
25:23.0,0.206543,-0.585938,0.439941
25:23.0,0.127197,-0.532471,0.290771
25:23.0,-0.02832,-0.480225,0.201172
25:23.0,-0.269531,-0.486084,0.22876
25:23.0,-0.701172,-0.418213,0.302979
25:23.0,-1.40625,-0.200928,0.175293
25:23.0,-2.011719,0.111084,-0.203613
25:23.0,-2.528564,0.705078,-1.078613
25:23.1,-3.081055,2.384766,-2.202393
25:23.1,-3.091797,4.752686,-2.478027
25:23.1,-2.931885,6.456543,-2.445313
25:23.1,-3.085449,6.412109,-2.679932
25:23.1,-3.556396,4.521973,-2.369141
25:23.1,-4.701904,2.107422,-1.508545
25:23.1,-5.710449,0.267578,0.259766
25:23.1,-6.378906,-0.492188,2.510254
25:23.1,-7.690918,-1.692383,6.115234
25:23.1,-5.633545,-5.778076,7.999756
25:23.2,1.451172,-8,7.832764
25:23.2,4.371582,-8,4.244873
25:23.2,1.455322,-7.707031,0.738525
25:23.2,0.020996,-5.098145,1.875244
25:23.2,-0.049316,-1.848145,2.982666
25:23.2,-0.082031,-0.421143,2.428467
25:23.2,-0.081543,-0.277832,1.27124
25:23.2,0.167725,-0.788086,0.656006
25:23.2,0.352051,-1.02124,0.405273
25:23.2,0.340332,-0.862549,0.229492
25:23.3,0.360352,-0.555176,0.076416
25:23.3,0.342773,-0.217773,-0.083252
25:23.3,0.306885,0.00415,-0.158936
25:23.3,0.170166,0.146973,-0.161133
25:23.3,0,0.346924,-0.174805
25:23.3,-0.138428,0.650391,-0.19873
25:23.3,-0.29126,1.122559,-0.268066
25:23.3,-0.392578,1.641846,-0.385498
25:23.3,-0.388428,2.019531,-0.651123
25:23.3,-0.348877,2.159912,-0.985107
25:23.4,-0.311523,1.905762,-1.13623
25:23.4,-0.407715,1.450928,-0.999023
25:23.4,-0.747803,0.937988,-0.666748
25:23.4,-1.218506,0.130127,0.034912
25:23.4,-1.566162,-1.3396,1.475098
25:23.4,-0.682617,-3.820801,3.385498
25:23.4,2.30127,-6.389893,3.690674
25:23.4,3.422119,-6.979736,3.431396
25:23.4,2.286865,-5.775635,2.93335
25:23.4,0.707764,-3.732178,1.970947
25:23.5,0.036621,-1.86084,1.489502
25:23.5,0.049561,-0.71875,1.376953
25:23.5,0.215576,-0.500977,1.123535
25:23.5,0.339844,-0.57251,0.929688
25:23.5,0.298828,-0.55835,0.797363
25:23.5,0.180176,-0.475098,0.72876
25:23.5,0.072021,-0.352783,0.687988
25:23.5,-0.05127,-0.250977,0.593018
25:23.5,-0.133789,-0.1875,0.453369
25:23.5,-0.30957,-0.226318,0.343018
25:23.6,-0.604492,-0.24292,0.342285
25:23.6,-1.207031,-0.128174,0.162354
25:23.6,-1.706299,0.053467,-0.03833
25:23.6,-2.085449,0.412598,-0.493652
25:23.6,-2.869629,1.84375,-2.177246
25:23.6,-3.175537,3.951416,-3.281006
25:23.6,-3.067383,5.640625,-2.924316
25:23.6,-3.034668,5.933594,-2.747803
25:23.6,-3.305664,4.553467,-2.674316
25:23.6,-3.85791,2.41626,-1.866943
25:23.7,-4.780273,0.859863,-0.630371
25:23.7,-5.734863,0.041748,1.121094
25:23.7,-6.484619,-0.69165,3.803711
25:23.7,-7.637939,-3.889404,7.130371
25:23.7,-1.003418,-7.436523,7.999756
25:23.7,4.807861,-8,6.149414
25:23.7,2.945068,-8,2.996094
25:23.7,0.414551,-6.203125,2.107178
25:23.7,-0.236816,-2.195557,2.291504
25:23.7,0.110107,-0.510986,2.374268
25:23.8,0.378174,-0.442627,1.681396
25:23.8,0.344971,-0.819336,0.976318
25:23.8,0.264893,-0.996094,0.709961
25:23.8,0.251221,-0.963379,0.540283
25:23.8,0.224854,-0.768311,0.273438
25:23.8,0.223877,-0.507813,0.056152
25:23.8,0.166016,-0.28125,-0.016357
25:23.8,-0.01001,-0.109131,-0.047363
25:23.8,-0.283691,0.043945,-0.100586
25:23.8,-0.632813,0.193115,-0.205078
25:23.9,-1.018066,0.605469,-0.580078
25:23.9,-1.512695,1.664551,-1.536133
25:23.9,-1.806641,3.231934,-2.481689
25:23.9,-1.733643,4.367432,-2.518555
25:23.9,-1.595459,4.051025,-2.033936
25:23.9,-1.512451,2.79834,-1.472412
25:23.9,-1.846191,1.599609,-0.878174
25:23.9,-2.589355,0.616455,0.159424
25:23.9,-3.367188,-0.5896,2.026855
